,card__title,card__title 2,card__facility-address,text,text 2,text 3
460,"Brandon Szeto, M.D.","Gastroenterologist

in Arlington, TX",1001 N Waldrop Dr,"Arlington,",TX,76012
461,"Anthony F. Albright, M.D.","Gastroenterologist

in Slidell, LA",58515 Pearl Acres Road,"Slidell,",LA,70461
462,"Edward W. Dauterive III, M.D.","Gastroenterologist

in Slidell, LA",58515 Pearl Acres Road,"Slidell,",LA,70461
463,"Veronica T. Dugan, M.D.","Gastroenterologist

in Slidell, LA",58515 Pearl Acres Road,"Slidell,",LA,70461
464,"Mark J. Nicaud, M.D.","Gastroenterologist

in Slidell, LA",58515 Pearl Acres Road,"Slidell,",LA,70461
465,"Timothy J. Trainor, M.D.","Gastroenterologist

in Slidell, LA",58515 Pearl Acres Road,"Slidell,",LA,70461
466,"Jessie Baudner, APRN","Advanced Practice RN

in Waterford, CT",196 Waterford Parkway South,"Waterford,",CT,6385
467,"Sarah Canavan, M.D.","Gastroenterologist

in Waterford, CT",196 Waterford Parkway South,"Waterford,",CT,6385
468,"Gina Paternostro, MS, APRN","Advanced Practice RN

in Waterford, CT",196 Waterford Parkway South,"Waterford,",CT,6385
469,"Amanda Siminerio, APRN","Advanced Practice RN

in Waterford, CT",196 Waterford Parkway South,"Waterford,",CT,6385
470,"Rosalind Van Stolk, M.D.","Gastroenterologist

in Waterford, CT",196 Waterford Parkway South,"Waterford,",CT,6385
471,"Cassidy Alexandre, M.D.","Gastroenterologist

in Norwich, CT",105 Wawecus Street,"Norwich,",CT,6360
472,"Rachel Bridgemohan, APRN","Advanced Practice RN

in Norwich, CT",105 Wawecus Street,"Norwich,",CT,6360
473,"Leslie Brown, PA","Physician Assistant

in Norwich, CT",105 Wawecus Street,"Norwich,",CT,6360
474,"Tonya Hall, M.D.","Gastroenterologist

in Norwich, CT",105 Wawecus Street,"Norwich,",CT,6360
475,"Priscilla Quilter, APRN","Advanced Practice RN

in Norwich, CT",105 Wawecus Street,"Norwich,",CT,6360
476,"Jefrey Salek, M.D.","Gastroenterologist

in Norwich, CT",105 Wawecus Street,"Norwich,",CT,6360
477,"You Sung Sang, M.D.","Gastroenterologist

in Norwich, CT",105 Wawecus Street,"Norwich,",CT,6360
478,"Shivani Sood, M.D.","Gastroenterologist

in Norwich, CT",105 Wawecus Street,"Norwich,",CT,6360
479,"Leonna White, APRN","Advanced Practice RN

in Norwich, CT",105 Wawecus Street,"Norwich,",CT,6360
480,"Prasad Alapati, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
481,"William Anderson, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
482,"Regan Baker, P.A.","Physician Assistant

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
483,"Michael Barker, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
484,"Robert Be, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
485,"Charles Berggreen, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
486,"Carolyn Borne, PA","Physician Assistant

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
487,"Adrienne Broussard, PA-C","Physician Assistant

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
488,"Mary Buckwalter, NP","Nurse Practitioner 

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
489,"J. Casey Chapman, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
490,"Ryan Chauvin, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
491,"Christopher Christensen, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
492,"Mallori Fletcher, N.P.","Nurse Practitioner

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
493,"Catherine George, N.P.","Nurse Practitioner

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
494,"Kasey Gora, P.A.","Physician Assistant

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
495,"Brittany Hall, P.A.","Physician Assistant

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
496,"Kelly Huddleston, P.A.","Physician Assistant

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
497,"Ben Kurz, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
498,"Oleana Lamendola, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
499,"Rebecca Landry, P.A.","Physician Assistant

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
500,"Ronald A. Leo, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
501,"Alan Maltbie, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
502,"Walker McDonald, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
503,"Kirk Mullins, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
504,"Andrew Nelson, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
505,"Melanie Nutter, N.P.","Nurse Practitioner

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
506,"Benton Oubre, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
507,"Mark Douglas Porta Jr., M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
508,"Mahes Rao, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Highway,"Baton Rouge,",LA,70809
509,"Neelima Reddy, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
510,"Douglas Walsh, M.D.","Gastroenterologist

in Baton Rouge, LA",9103 Jefferson Hwy,"Baton Rouge,",LA,70809
511,"Alan Greenwald, M.D.","Gastroenterologist

in New London, CT",268 Montauk Avenue,"New London,",CT,6320
512,"Mical Campbell, M.D.","Gastroenterologist

in New London, CT",234A Bank Street,"New London,",CT,6320
513,"John Frese, M.D.","Gastroenterologist

in New London, CT",234A Bank Street,"New London,",CT,6320
514,"Emily Geise-Smith, APRN","Advanced Practice RN

in New London, CT",234A Bank Street,"New London,",CT,6320
515,"Amzad Khan, M.D.","Gastroenterologist

in New London, CT",234A Bank Street,"New London,",CT,6320
516,"Darrick Li, M.D., PhD","Gastroenterologist

in New London, CT",234A Bank Street,"New London,",CT,6320
517,"Anisha Mistry, PA","Physician Assistant

in New London, CT",234A Bank Street,"New London,",CT,6320
518,"Lawrence Parson, APRN","Advanced Practice RN

in New London, CT",234A Bank Street,"New London,",CT,6320
519,"Eugene Sapozhnikov, M.D.","Gastroenterologist

in New London, CT",234A Bank Street,"New London,",CT,6320
520,"Allison Verity, PA","Physician Assistant

in New London, CT",234A Bank Street,"New London,",CT,6320
521,"Priya Rangasamy, M.D.","Gastroenterologist

in Azle, TX",909 Southeast Parkway,"Azle,",TX,76020
522,"Virat Dave, M.D.","Gastroenterologist

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
523,"Susan Deering, N.P.","Nurse Practitioner

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
524,"Josh George, M.D.","Gastroenterologist

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
525,"Kumar Gutta, M.D.","Gastroenterologist

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
526,"Heather Johnston, NP","Nurse Practitioner

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
527,"Scharles Konadu, M.D.","Gastroenterologist

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
528,"Arthi Kumaravel, M.D.","Gastroenterologist

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
529,"Susan Moster, D.O.","Gastroenterologist

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
530,"Murali Pathikonda, M.D.","Gastroenterologist

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
531,"Jacqueline Rampy, M.D.","Gastroenterologist

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
532,"Jessica Roth, NP","Nurse Practitioner

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
533,"Syed Sadiq, M.D.","Gastroenterologist

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
534,"Joseph Shelton, M.D.","Gastroenterologist

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
535,"Amy Stevens, N.P.","Nurse Practitioner

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
536,"Kamal Syed, M.D.","Gastroenterologist

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
537,"Kenneth Yang, M.D.","Gastroenterologist

in Fort Worth, TX",900 W Magnolia,"Fort Worth,",TX,76104
538,"Gregory Brennan, M.D.","Gastroenterologist

in Mansfield, TX",647 N. Miller Rd,"Mansfield,",TX,76063
539,"Suwebatu T. Odunsi-Shiyanbade, M.D.","Gastroenterologist

in Mansfield, TX",647 Miller Road,"Mansfield,",TX,76063
540,"Moustafa Youssef, M.D.","Gastroenterologist

in Mansfield, TX",647 N. Miller Rd,"Mansfield,",TX,76063
541,"Holly Kinnell-Rust, APRN","Advanced Practice RN

in Putnam, CT",320 Pomfret Street,"Putnam,",CT,6260
542,"Holly KinnellRust, APRN","Advanced Practice RN

in Putnam, CT",320 Pomfret Street,"Putnam,",CT,6260
543,"Heather Branstetter, M.D.","Gastroenterologist

in Fort Worth, TX",6317 Harris Pkwy,"Fort Worth,",TX,76132
544,"Thomas N. Dewar, M.D.","Gastroenterologist

in Fort Worth, TX",6317 Harris Pkwy,"Fort Worth,",TX,76132
545,"Dale Fuller, N.P.","Nurse Practitioner

in Fort Worth, TX",6317 Harris Pkwy,"Fort Worth,",TX,76132
546,"Chase R. Herdman, M.D.","Gastroenterologist

in Fort Worth, TX",6317 Harris Pkwy,"Fort Worth,",TX,76132
547,"Carol Mallette, M.D.","Gastroenterologist

in Fort Worth, TX",6317 Harris Pkwy,"Fort Worth,",TX,76132
548,"Douglas Mills, D.O.","Gastroenterologist

in Fort Worth, TX",6317 Harris Pkwy,"Fort Worth,",TX,76132
549,"Amilcar Morales, M.D.","Gastroenterologist

in Fort Worth, TX",6317 Harris Pkwy,"Fort Worth,",TX,76132
550,"Nandini Nagaraj, M.D.","Gastroenterologist

in Fort Worth, TX",6317 Harris Pkwy,"Fort Worth,",TX,76132
551,"Kelly Tripplehorn, N.P.","Nurse Practitioner

in Fort Worth, TX",6317 Harris Pkwy,"Fort Worth,",TX,76132
552,"Craig Womeldorph, D.O.","Gastroenterologist

in Fort Worth, TX",6317 Harris Pkwy,"Fort Worth,",TX,76132
553,"Monika Budhathoki, ALP","ALP

in Willow Park, TX",130 Jimma Drive,"Willow Park,",TX,76087
554,"Sanjeeb Shrestha, M.D.","Gastroenterologist

in Willow Park, TX",130 Jimma Drive,"Willow Park,",TX,76087
555,"Howard I. Brenner, M.D.","Gastroenterologist

in Metairie, LA",4224 Houma Boulevard,"Metairie,",LA,70006
556,"Vernon J. Carriere Jr., M.D.","Gastroenterologist

in Metairie, LA",4224 Houma Boulevard,"Metairie,",LA,70006
557,"George E. Catinis, M.D.","Gastroenterologist

in Metairie, LA",4224 Houma Boulevard,"Metairie,",LA,70006
558,"Brett Hymel, M.D.","Gastroenterologist

in Metairie, LA",4224 Houma Boulevard,"Metairie,",LA,70006
559,"Mark J. Marino, M.D.","Gastroenterologist

in Metairie, LA",4224 Houma Boulevard,"Metairie,",LA,70006
560,"G. Richard Puente, M.D.","Gastroenterologist

in Metairie, LA",4224 Houma Boulevard,"Metairie,",LA,70006
561,"David Silvers, M.D.","Gastroenterologist

in Metairie, LA",4224 Houma Boulevard,"Metairie,",LA,70006
562,"Mark J. Wegmann, M.D.","Gastroenterologist

in Metairie, LA",4224 Houma Boulevard,"Metairie,",LA,70006
563,"Richard Awtrey, M.D.","Gastroenterologist

in New Orleans, LA",2820 Napoleon Avenue,"New Orleans,",LA,70115
564,"Benjamin A. Guider, M.D.","Gastroenterologist

in New Orleans, LA",2820 Napoleon Avenue,"New Orleans,",LA,70115
565,"Julie C. Guider, M.D.","Gastroenterologist

in New Orleans, LA",2820 Napoleon Avenue,"New Orleans,",LA,70115
566,"Abdul Khan, M.D.","Gastroenterologist

in New Orleans, LA",2820 Napoleon Avenue,"New Orleans,",LA,70115
567,"Rebekah H. Lemann, M.D.","Gastroenterologist

in New Orleans, LA",2820 Napoleon Avenue,"New Orleans,",LA,70115
568,"James D. Lilly, M.D.","Gastroenterologist

in New Orleans, LA",2820 Napoleon Avenue,"New Orleans,",LA,70115
569,"Herbert Mayer, M.D.","Gastroenterologist

in New Orleans, LA",2820 Napoleon Avenue,"New Orleans,",LA,70115
570,"Kirk Campbell, M.D.","Gastroenterologist

in Marrero, LA",1151 Barataria Boulevard,"Marrero,",LA,70072
571,"Scott D. Pollack, M.D.","Gastroenterologist

in Marrero, LA",1151 Barataria Boulevard,"Marrero,",LA,70072
572,"Sanjeeva Reddy, M.D.","Gastroenterologist

in Marrero, LA",1151 Barataria Boulevard,"Marrero,",LA,70072
573,"Gary Taavi Reiss, M.D.","Gastroenterologist

in Marrero, LA",1151 Barataria Boulevard,"Marrero,",LA,70072
574,"Charles G. Schibler II, M.D.","Gastroenterologist

in Marrero, LA",1151 Barataria Boulevard,"Marrero,",LA,70072
575,"Katie Bilello, R.D.N.","Registered Dietitian

in Thibodaux, LA",764 North Acadia Rd,"Thibodaux,",LA,70301
576,"Stephen Duplechain, M.D.","Gastroenterologist

in Thibodaux, LA",764 North Acadia Rd,"Thibodaux,",LA,70301
577,"Katie Hebert, N.P.","Nurse Practitioner

in Thibodaux, LA",764 North Acadia Rd,"Thibodaux,",LA,70301
578,"Charles Monier, M.D.","Gastroenterologist

in Thibodaux, LA",764 North Acadia Rd,"Thibodaux,",LA,70301
579,"Justin Toups, M.D.","Gastroenterologist

in Thibodaux, LA",764 North Acadia Rd,"Thibodaux,",LA,70301
580,"Srinivas Pathapati, M.D.","Gastroenterologist

in Amarillo, TX",6833 Plum Creek Dr,"Amarillo,",TX,79124
581,"Amit Trehan, M.D.","Gastroenterologist

in Amarillo, TX",6833 Plum Creek Dr,"Amarillo,",TX,79124
582,"Andrew Barenberg, M.D.","Gastroenterologist

in Beaumont, TX",950 N 14th St,"Beaumont,",TX,77702
583,"Richy Chen, M.D.","Gastroenterologist

in Beaumont, TX",950 N 14th St,"Beaumont,",TX,77702
584,"Raja Sekhar Chennupati, M.D.","Gastroenterologist

in Beaumont, TX",950 N 14th St,"Beaumont,",TX,77702
585,"Joseph William Holland, Jr., M.D.","Gastroenterologist

in Beaumont, TX",950 N 14th St,"Beaumont,",TX,77702
586,"Keith A. Wied, D.O.","Gastroenterologist

in Beaumont, TX",950 N 14th St,"Beaumont,",TX,77702
587,"Jennifer W. Brenner, M.D.","Gastroenterologist

in Aurora, CO",13701 East Mississippi Ave,"Aurora,",CO,80012
588,"Kevin M. Rufner, M.D.","Gastroenterologist

in Aurora, CO",13701 East Mississippi Ave,"Aurora,",CO,80012
589,"Kevin S. Sieja, M.D.","Gastroenterologist

in Aurora, CO",13701 East Mississippi Ave,"Aurora,",CO,80012
590,"Thomas E. Trouillot, M.D.","Gastroenterologist

in Aurora, CO",13701 East Mississippi Ave,"Aurora,",CO,80012
591,"Jonathan Fishman, M.D.","Gastroenterologist

in Denver, CO",4500 E. 9th Avenue,"Denver,",CO,80220
592,"Lawrence Miller, M.D.","Gastroenterologist

in Denver, CO",4500 E. 9th Avenue,"Denver,",CO,80220
593,"Stephen New, M.D.","Gastroenterologist

in Denver, CO",4500 E. 9th Avenue,"Denver,",CO,80220
594,"Julie Polson, M.D.","Gastroenterologist

in Denver, CO",4500 E. 9th Avenue,"Denver,",CO,80220
595,"Jonathan Scott, D.O.","Gastroenterologist

in Denver, CO",4500 E. 9th Avenue,"Denver,",CO,80220
596,"Daniel Siegel, M.D.","Gastroenterologist

in Denver, CO",4500 E. 9th Avenue,"Denver,",CO,80220
597,"Laura Wolfe, M.D.","Gastroenterologist

in Denver, CO",4500 E. 9th Avenue,"Denver,",CO,80220
598,"Ilyas Memon, M.D.","Gastroenterologist

in The Woodlands, TX",10020 Research Forest,"The Woodlands,",TX,77354
599,"Atif Shahzad, M.D.","Gastroenterologist

in Spring, TX",26103 Interstate 45,"Spring,",TX,77380
600,"Randy Chung, M.D.","Gastroenterologist

in Kingwood, TX",310 Kingwood Executive Dr,"Kingwood,",TX,77339
601,"Khanh Le, M.D.","Gastroenterologist

in Kingwood, TX",310 Kingwood Executive Dr,"Kingwood,",TX,77339
602,"Vincent Nguyen, M.D.","Gastroenterologist

in Kingwood, TX",310 Kingwood Executive Dr,"Kingwood,",TX,77339
603,"Sohaib Faruqi, M.D.","Gastroenterologist

in Houston, TX",18220 State Hwy 249,"Houston,",TX,77070
604,"Eric Gou, M.D.","Gastroenterologist

in Cypress, TX",21212 Northwest Fwy,"Cypress,",TX,77429
605,"Thanh-Truc Le, M.D.","Gastroenterologist

in Cypress, TX",21212 Northwest Fwy,"Cypress,",TX,77429
606,"D. Lee Howell, Jr., M.D.","Colorectal Surgeon

in Houston, TX",720 W 11th Street,"Houston,",TX,77008
607,"Terah Isaacson, M.D., FACS, FASCRS","Colorectal Surgeon

in Houston, TX",720 W 11th Street,"Houston,",TX,77008
608,"Shahid Ali, M.D.","Gastroenterologist

in Pasadena, TX",4211 Fairmont Parkway,"Pasadena,",TX,77504
609,"Natarajan S. Bala, MD, FACP, FACG, AGAF","Gastroenterologist

in Pasadena, TX",4211 Fairmont Parkway,"Pasadena,",TX,77504
610,"Daniel H. Darmadi, MD, FACP, FACG, FASGE, AGAF","Gastroenterologist

in Pasadena, TX",4211 Fairmont Parkway,"Pasadena,",TX,77504
611,"Vanessa Delgado, PA-C","Physician Assistant

in Pasadena, TX",4211 Fairmont Parkway,"Pasadena,",TX,77504
612,"Julie Erps, PA-C","Physician Assistant

in Pasadena, TX",4211 Fairmont Parkway,"Pasadena,",TX,77504
613,"Harry S. Ojeas, M.D.","Gastroenterologist

in Pasadena, TX",4211 Fairmont Parkway,"Pasadena,",TX,77504
614,"H. Chami Amaratunge, M.D.","Gastroenterologist

in Houston, TX",4100 S Shepherd Dr,"Houston,",TX,77098
615,"Cristian Dominguez, M.D.","Gastroenterologist

in Houston, TX",929 Gessner Road,"Houston,",TX,77024
616,"Dustin Kiker, M.D.","Gastroenterologist

in Lampasas, TX",207 West Ave E,"Lampasas,",TX,76550
617,"Joseph Krill, M.D.","Gastroenterologist

in Houston, TX",929 Gessner Road,"Houston,",TX,77024
618,"Jean Mbachu, M.D.","Gastroenterologist

in Lampasas, TX",207 West Ave E,"Lampasas,",TX,76550
619,"Dang Nguyen, M.D.","Gastroenterologist

in Houston, TX",4100 S Shepherd Dr,"Houston,",TX,77098
620,"Isaac Raijman, M.D.","Gastroenterologist

in Houston, TX",4100 S Shepherd Dr,"Houston,",TX,77098
621,"G.S. Ramesh, M.D.","Gastroenterologist

in Houston, TX",929 Gessner Road,"Houston,",TX,77024
622,"Prem Shrestha, N.P.","Nurse Practitioner

in Lampasas, TX",207 West Ave E,"Lampasas,",TX,76550
623,"Jachi Sun, M.D.","Gastroenterologist

in Houston, TX",929 Gessner Road,"Houston,",TX,77024
624,"Laurel Sunde, N.P.","Nurse Practitioner

in Lampasas, TX",207 West Ave E,"Lampasas,",TX,76550
625,"Sumanth R. Daram, MD, FACP","Gastroenterologist

in Houston, TX",444 FM 1959,"Houston,",TX,77034
626,"Tichina Moore, NP","Nurse Practitioner

in Houston, TX",444 FM 1959,"Houston,",TX,77034
627,"Suresh K. Rajendran, MD, FACP, FACG, FASGE, AGAF","Gastroenterologist

in Houston, TX",444 FM 1959,"Houston,",TX,77034
628,"Michel I. Kafrouni, M.D.","Gastroenterologist

in Nassau Bay, TX",2060 Space Park Drive,"Nassau Bay,",TX,77058
629,"Sudhanshu Gogia, M.D.","Gastroenterologist

in Houston, TX",11920 Astoria Blvd,"Houston,",TX,77089
630,"Nikhil Inamdar, M.D.","Gastroenterologist

in Houston, TX",11920 Astoria Blvd,"Houston,",TX,77089
631,"Sri Naveen Surapaneni, M.D.","Gastroenterologist

in Houston, TX",11920 Astoria Blvd,"Houston,",TX,77089
632,"Jyoti Rao, MD, FACG","Gastroenterologist

in Webster, TX",250 Blossom Street,"Webster,",TX,77598
633,"Sezen Altug, M.D.","Gastroenterologist

in Webster, TX",1015 Medical Center Blvd,"Webster,",TX,77598
634,"Syed Jafri, M.D.","Gastroenterologist

in Webster, TX",1015 Medical Center Blvd,"Webster,",TX,77598
635,"Gabriel Lee, M.D.","Gastroenterologist

in Webster, TX",1015 Medical Center Blvd,"Webster,",TX,77598
636,"Ravi Mani, M.D.","Gastroenterologist

in Webster, TX",1015 Medical Center Blvd,"Webster,",TX,77598
637,"Manish Rungta, M.D.","Gastroenterologist

in Webster, TX",1015 Medical Center Blvd,"Webster,",TX,77598
638,"Moazzam Sana, M.D.","Gastroenterologist

in Katy, TX",2840 Commercial Center Blvd,"Katy,",TX,77494
639,"Jignesh P. Shah, M.D.","Gastroenterologist

in Pearland, TX",15015 Kirby Dr,"Pearland,",TX,77047
640,"Hania Tofik, N.P.","Nurse Practitioner

in Katy, TX",2840 Commercial Center Blvd,"Katy,",TX,77494
641,"Rafael Amaro, M.D.","Gastroenterologist

in Georgetown, TX",1900 Scenic Dr,"Georgetown,",TX,78626
642,"Kristin Collins, P.A.","Physician Assistant

in Georgetown, TX",1900 Scenic Dr,"Georgetown,",TX,78626
643,"Sooraj Tejaswi, M.D., MSPH, AGAF, FACG, FASGE","Gastroenterologist

in Georgetown, TX",1900 Scenic Dr,"Georgetown,",TX,78626
644,"Julia Borkowicz, PA-C","Physician Assistant

in Georgetown, TX",3201 South Austin Avenue,"Georgetown,",TX,78626
645,"Carl D. Frank, M.D.","Gastroenterologist

in Georgetown, TX",3201 South Austin Avenue,"Georgetown,",TX,78626
646,"Parastoo Jangouk, M.D.","Gastroenterologist

in Georgetown, TX",3201 South Austin Avenue,"Georgetown,",TX,78626
647,"V. Sumana Kumarappa, M.D.","Gastroenterologist

in Georgetown, TX",3201 South Austin Avenue,"Georgetown,",TX,78626
648,"Jessica Langston, PA-C","Physician Assistant

in Georgetown, TX",3201 South Austin Avenue,"Georgetown,",TX,78626
649,"Dawn O'Neal, PA-C","Physician Assistant

in Georgetown, TX",3201 South Austin Avenue,"Georgetown,",TX,78626
650,"Glenn C. Robinson, M.D.","Gastroenterologist

in Georgetown, TX",3201 South Austin Avenue,"Georgetown,",TX,78626
651,"Keith Fiman, M.D.","Gastroenterologist

in Sugar Land, TX",1111 Hwy 6,"Sugar Land,",TX,77478
652,"Maryann Osayande, M.D.","Gastroenterologist

in Sugar Land, TX",1111 Hwy 6,"Sugar Land,",TX,77478
653,"Usha R. Ganga, M.D.","Gastroenterologist

in Lubbock, TX",3610 24th St,"Lubbock,",TX,79410
654,"Adam Hughston, M.D.","Gastroenterologist

in Lubbock, TX",3610 24th St,"Lubbock,",TX,79410
655,"Miled A. Jabor, M.D.","Gastroenterologist

in Lubbock, TX",3610 24th St,"Lubbock,",TX,79410
656,"Kelly P. Kensing, M.D.","Gastroenterologist

in Lubbock, TX",3610 24th St,"Lubbock,",TX,79410
657,"Timothy D. Miller, M.D.","Gastroenterologist

in Lubbock, TX",3610 24th St,"Lubbock,",TX,79410
658,"Ariwan Rakvit, M.D.","Gastroenterologist

in Lubbock, TX",3610 24th St,"Lubbock,",TX,79410
659,"Deepika Chona, M.D.","Gastroenterologist

in Sugar Land, TX",16605 SW Freeway,"Sugar Land,",TX,77479
660,"Tara Conley, MSN","Nurse Practitioner

in Round Rock, TX",4112 Links Lane,"Round Rock,",TX,78664
661,"Vijay Dalapathi, M.D.","Gastroenterologist

in Round Rock, TX",4112 Links Lane,"Round Rock,",TX,78664
662,"Chris Godell, M.D.","Gastroenterologist

in Round Rock, TX",4112 Links Lane,"Round Rock,",TX,78664
663,"Stacy Meuth, N.P.","Nurse Practitioner

in Sugar Land, TX",16605 SW Freeway,"Sugar Land,",TX,77479
664,"Julie Neighbors, PA-C","Physician Assistant

in Round Rock, TX",4112 Links Lane,"Round Rock,",TX,78664
665,"Charles G. Phan, M.D.","Gastroenterologist

in Sugar Land, TX",16659 SW Freeway,"Sugar Land,",TX,77479
666,"Vijay Poreddy, M.D.","Gastroenterologist

in Round Rock, TX",4112 Links Lane,"Round Rock,",TX,78664
667,"Nitesh Vachhani, M.D.","Gastroenterologist

in Sugar Land, TX",16605 SW Freeway,"Sugar Land,",TX,77479
668,"Ryan Cho, M.D.","Gastroenterologist

in Pflugerville, TX",1601 E. Pflugerville Pkwy,"Pflugerville,",TX,78759
669,"Andrew Kester, N.P.","Nurse Practitioner

in Pflugerville, TX",1601 E. Pflugerville Pkwy,"Pflugerville,",TX,78759
670,"Maryam Mahmoud, P.A.","Physician Assistant

in Pflugerville, TX",1601 E. Pflugerville Pkwy,"Pflugerville,",TX,78759
671,"Lilah Mansour, M.D.","Gastroenterologist

in Pflugerville, TX",1601 E. Pflugerville Pkwy,"Pflugerville,",TX,78759
672,"Tatiana Becerra, PA-C","Physician Assistant

in Round Rock, TX",7200 Wyoming Springs Drive,"Round Rock,",TX,78681
673,"Elizabeth Bishop, PA-C","Physician Assistant

in Round Rock, TX",7200 Wyoming Springs Drive,"Round Rock,",TX,78681
674,"Shiv Desai, M.D.","Gastroenterologist

in Round Rock, TX",7200 Wyoming Springs Drive,"Round Rock,",TX,78681
675,"Sushil Duddempudi, M.D.","Gastroenterologist

in Round Rock, TX",7200 Wyoming Springs Drive,"Round Rock,",TX,78681
676,"Kenneth K. Ellis, M.D.","Gastroenterologist

in Round Rock, TX",7200 Wyoming Springs Drive,"Round Rock,",TX,78681
677,"William N. Stassen, M.D.","Gastroenterologist

in Round Rock, TX",7200 Wyoming Springs Drive,"Round Rock,",TX,78681
678,"John J. Ziebert, M.D.","Gastroenterologist

in Round Rock, TX",7200 Wyoming Springs Drive,"Round Rock,",TX,78681
679,"Chad Long, M.D.","Gastroenterologist

in Cedar Park, TX",1401 Medical Parkway,"Cedar Park,",TX,78613
680,"Junaid Siddiqui, M.D.","Gastroenterologist

in Cedar Park, TX",1411 Medical Parkway,"Cedar Park,",TX,78613
681,"Louise Wilson, FNP-BC","Nurse Practitioner

in Cedar Park, TX",1401 Medical Parkway,"Cedar Park,",TX,78613
682,"Kristen Young, N.P.","Nurse Practitioner

in Cedar Park, TX",1411 Medical Parkway,"Cedar Park,",TX,78613
683,"Sara Eakin, N.P.","Nurse Practitioner

in Cedar Park, TX","1411 Medical Parkway, Ste. 102","Cedar Park,",TX,78613
684,"Binh Pham, M.D.","Gastroenterologist

in Manor, TX",14008 Shadow Glen Blvd,"Manor,",TX,78653
