name,distance,moving_time,elapsed_time,gear_id,total_elevation_gain,type,sport_type,average_speed,max_speed,summary_polyline,start_date,timezone,elev_high,elev_low,average_heartrate,max_heartrate,average_cadence,moving_hours,moving_mins,elapsed_hours,elapsed_mins,total_moving_time,total_elapsed_time,average_pace
Lunch Run,5.0034657033,48.983333333333334,49.05,0,5.0,Run,Run,6.1,8.9,0,2021-02-13T17:10:24Z,(GMT-05:00) America/New_York,15.0,10.0,0.0,0.0,88.2,0.0,48.983333333333334,0.0,49.05,48.983333333333334,49.05,9:48
Afternoon Run,3.4963924799,34.016666666666666,34.25,0,45.0,Run,Run,6.2,8.7,0,2021-02-11T21:55:55Z,(GMT-05:00) America/New_York,52.0,23.0,0.0,0.0,87.4,0.0,34.016666666666666,0.0,34.25,34.016666666666666,34.25,9:48
Afternoon Run,2.9971830185,29.866666666666667,29.883333333333333,0,48.0,Run,Run,6.0,9.6,0,2021-02-09T21:48:51Z,(GMT-05:00) America/New_York,24.0,-3.0,0.0,0.0,87.2,0.0,29.866666666666667,0.0,29.883333333333333,29.866666666666667,29.883333333333333,9:58
Lunch Run,2.5005211782,26.483333333333334,27.216666666666665,0,38.0,Run,Run,5.7,7.8,0,2021-02-07T16:44:59Z,(GMT-05:00) America/New_York,44.0,19.0,0.0,0.0,87.9,0.0,26.483333333333334,0.0,27.216666666666665,26.483333333333334,27.216666666666665,10:53
Lunch Run,4.595038545,39.916666666666664,40.016666666666666,0,17.0,Run,Run,6.9,13.0,0,2021-02-06T16:54:44Z,(GMT-05:00) America/New_York,4.0,-1.0,0.0,0.0,86.9,0.0,39.916666666666664,0.0,40.016666666666666,39.916666666666664,40.016666666666666,8:43
Afternoon Run,3.0086783820000003,30.083333333333332,30.483333333333334,0,46.0,Run,Run,6.0,9.4,0,2021-02-04T22:29:45Z,(GMT-05:00) America/New_York,56.0,29.0,0.0,0.0,87.8,0.0,30.083333333333332,0.0,30.483333333333334,30.083333333333332,30.483333333333334,10:08
Afternoon Run,3.009299753,30.45,30.65,0,46.0,Run,Run,5.9,7.6,0,2021-02-02T21:07:56Z,(GMT-05:00) America/New_York,21.0,-8.0,0.0,0.0,88.4,0.0,30.45,0.0,30.65,30.45,30.65,10:11
Lunch Run,2.248741649,21.816666666666666,21.883333333333333,0,27.0,Run,Run,6.2,7.6,0,2021-01-31T17:33:50Z,(GMT-05:00) America/New_York,41.0,21.0,0.0,0.0,88.5,0.0,21.816666666666666,0.0,21.883333333333333,21.816666666666666,21.883333333333333,9:44
Morning Run,3.0021539865,28.616666666666667,28.85,0,50.0,Run,Run,6.3,8.3,0,2021-01-30T15:35:39Z,(GMT-05:00) America/New_York,55.0,24.0,0.0,0.0,88.6,0.0,28.616666666666667,0.0,28.85,28.616666666666667,28.85,9:37
Afternoon Run,2.5137563805,23.65,23.783333333333335,0,38.0,Run,Run,6.4,8.3,0,2021-01-28T21:25:58Z,(GMT-05:00) America/New_York,42.0,14.0,0.0,0.0,89.1,0.0,23.65,0.0,23.783333333333335,23.65,23.783333333333335,9:28
Afternoon Run,3.00743564,29.883333333333333,29.95,0,50.0,Run,Run,6.0,7.6,0,2021-01-26T21:38:21Z,(GMT-05:00) America/New_York,48.0,19.0,0.0,0.0,86.6,0.0,29.883333333333333,0.0,29.95,29.883333333333333,29.95,9:58
Lunch Run,2.499154162,23.983333333333334,24.05,0,39.0,Run,Run,6.3,8.1,0,2021-01-24T17:39:04Z,(GMT-05:00) America/New_York,54.0,25.0,0.0,0.0,88.4,0.0,23.983333333333334,0.0,24.05,23.983333333333334,24.05,9:37
Lunch Run,2.6978686078000003,27.683333333333334,27.75,0,51.0,Run,Run,5.8,8.3,0,2021-01-23T16:43:50Z,(GMT-05:00) America/New_York,56.0,27.0,0.0,0.0,84.8,0.0,27.683333333333334,0.0,27.75,27.683333333333334,27.75,10:17
Afternoon Run,2.7119737295,31.85,31.983333333333334,0,41.0,Run,Run,5.1,7.8,0,2021-01-21T21:47:24Z,(GMT-05:00) America/New_York,15.0,-13.0,0.0,0.0,76.9,0.0,31.85,0.0,31.983333333333334,31.85,31.983333333333334,11:48
Afternoon Run,2.724711835,30.733333333333334,31.75,0,44.0,Run,Run,5.3,8.1,0,2021-01-19T21:37:41Z,(GMT-05:00) America/New_York,42.0,14.0,0.0,0.0,77.4,0.0,30.733333333333334,0.0,31.75,30.733333333333334,31.75,11:39
Afternoon Run,3.1952760933,37.78333333333333,181.41666666666666,0,56.0,Run,Run,5.1,9.4,0,2021-01-17T19:05:03Z,(GMT-05:00) America/New_York,61.0,31.0,0.0,0.0,75.9,0.0,37.78333333333333,3.0,1.4166666666666572,37.78333333333333,181.41666666666666,56:47
Afternoon Run,2.7252089318,36.05,36.45,0,39.0,Run,Run,4.5,7.2,0,2021-01-16T21:31:08Z,(GMT-05:00) America/New_York,51.0,22.0,0.0,0.0,71.4,0.0,36.05,0.0,36.45,36.05,36.45,13:23
Afternoon Run,2.964561041,39.766666666666666,42.2,0,43.0,Run,Run,4.5,7.2,0,2021-01-14T21:54:28Z,(GMT-05:00) America/New_York,50.0,19.0,0.0,0.0,74.5,0.0,39.766666666666666,0.0,42.2,39.766666666666666,42.2,14:14
Afternoon Run,2.6989249385000003,36.35,36.416666666666664,0,39.0,Run,Run,4.5,8.1,0,2021-01-12T21:46:00Z,(GMT-05:00) America/New_York,53.0,26.0,0.0,0.0,70.9,0.0,36.35,0.0,36.416666666666664,36.35,36.416666666666664,13:30
Afternoon Hike,2.8026938955,49.78333333333333,49.78333333333333,0,44.0,Hike,Hike,3.4,5.6,0,2021-01-10T20:36:26Z,(GMT-05:00) America/New_York,49.0,21.0,0.0,0.0,0.0,0.0,49.78333333333333,0.0,49.78333333333333,49.78333333333333,49.78333333333333,17:46
Afternoon Hike,2.4853597258,45.016666666666666,45.483333333333334,0,45.0,Hike,Hike,3.3,5.4,0,2021-01-08T22:07:01Z,(GMT-05:00) America/New_York,40.0,23.0,0.0,0.0,0.0,0.0,45.016666666666666,0.0,45.483333333333334,45.016666666666666,45.483333333333334,18:18
Afternoon Hike,2.480513032,44.833333333333336,44.833333333333336,0,33.0,Hike,Hike,3.3,5.6,0,2021-01-04T22:03:57Z,(GMT-05:00) America/New_York,41.0,25.0,0.0,0.0,0.0,0.0,44.833333333333336,0.0,44.833333333333336,44.833333333333336,44.833333333333336,18:04
Morning Hike,9.5229455347,218.78333333333333,301.8666666666667,0,761.0,Hike,Hike,2.6,6.9,0,2020-10-31T11:18:13Z,(GMT-05:00) America/New_York,450.0,69.0,0.0,0.0,0.0,3.0,38.78333333333333,5.0,1.8666666666666742,218.78333333333333,301.8666666666667,31:42
Afternoon Run,2.95151225,34.78333333333333,34.85,0,42.0,Run,Run,5.1,7.8,0,2020-10-27T20:46:38Z,(GMT-05:00) America/New_York,25.0,-3.0,0.0,0.0,74.6,0.0,34.78333333333333,0.0,34.85,34.78333333333333,34.85,11:48
Afternoon Run,2.7449063925,26.916666666666668,26.983333333333334,0,39.0,Run,Run,6.1,7.8,0,2020-10-25T21:03:15Z,(GMT-05:00) America/New_York,57.0,31.0,0.0,0.0,86.5,0.0,26.916666666666668,0.0,26.983333333333334,26.916666666666668,26.983333333333334,9:50
Afternoon Run,1.5232910065,15.15,15.216666666666667,0,14.0,Run,Run,6.0,7.6,0,2020-10-18T18:10:13Z,(GMT-05:00) America/New_York,20.0,6.0,0.0,0.0,84.7,0.0,15.15,0.0,15.216666666666667,15.15,15.216666666666667,9:59
Black Forest DNF,20.2124529848,323.28333333333336,348.18333333333334,0,1490.0,Run,Run,3.8,10.3,0,2020-10-04T04:00:04Z,(GMT-05:00) America/New_York,658.0,225.0,0.0,0.0,66.6,5.0,23.28333333333336,5.0,48.18333333333334,323.28333333333336,348.18333333333334,17:14
Evening Run,1.3927409594,14.983333333333333,15.05,0,7.0,Run,Run,5.6,7.2,0,2020-09-30T22:53:08Z,(GMT-05:00) America/New_York,44.0,19.0,0.0,0.0,83.8,0.0,14.983333333333333,0.0,15.05,14.983333333333333,15.05,10:48
Worlds End 100k,64.750586426,1017.8166666666667,1086.45,0,3719.0,Run,Run,3.8,8.7,0,2020-09-26T09:00:04Z,(GMT-05:00) America/New_York,654.0,267.0,0.0,0.0,69.2,16.0,57.81666666666672,18.0,6.4500000000000455,1017.8166666666667,1086.45,16:47
Evening Run,2.0046049831,19.816666666666666,19.95,0,27.0,Run,Run,6.1,7.8,0,2020-09-24T22:51:47Z,(GMT-05:00) America/New_York,61.0,36.0,0.0,0.0,85.3,0.0,19.816666666666666,0.0,19.95,19.816666666666666,19.95,9:57
Evening Run,2.0084574833,19.183333333333334,19.25,0,25.0,Run,Run,6.3,8.3,0,2020-09-22T22:48:20Z,(GMT-05:00) America/New_York,88.0,65.0,0.0,0.0,87.0,0.0,19.183333333333334,0.0,19.25,19.183333333333334,19.25,9:35
Morning Run,6.012199384700001,64.3,65.15,0,154.0,Run,Run,5.6,9.8,0,2020-09-19T14:46:32Z,(GMT-05:00) America/New_York,157.0,119.0,0.0,0.0,84.2,1.0,4.299999999999997,1.0,5.150000000000006,64.3,65.15,10:50
Evening Run,5.0127241312,45.71666666666667,46.583333333333336,0,58.0,Run,Run,6.6,8.7,0,2020-09-17T22:11:49Z,(GMT-05:00) America/New_York,49.0,25.0,0.0,0.0,86.7,0.0,45.71666666666667,0.0,46.583333333333336,45.71666666666667,46.583333333333336,9:18
Afternoon Run,3.0045151963000003,28.783333333333335,28.916666666666668,0,41.0,Run,Run,6.3,8.7,0,2020-09-16T21:07:02Z,(GMT-05:00) America/New_York,61.0,38.0,0.0,0.0,86.6,0.0,28.783333333333335,0.0,28.916666666666668,28.783333333333335,28.916666666666668,9:37
Afternoon Run,4.0255520235,38.416666666666664,40.78333333333333,0,49.0,Run,Run,6.3,10.7,0,2020-09-15T20:57:11Z,(GMT-05:00) America/New_York,45.0,17.0,0.0,0.0,85.7,0.0,38.416666666666664,0.0,40.78333333333333,38.416666666666664,40.78333333333333,10:08
Afternoon Run,3.0061307608999996,34.483333333333334,35.18333333333333,0,40.0,Run,Run,5.2,7.8,0,2020-09-13T20:02:15Z,(GMT-05:00) America/New_York,53.0,30.0,0.0,0.0,75.8,0.0,34.483333333333334,0.0,35.18333333333333,34.483333333333334,35.18333333333333,11:42
Lunch Run,2.1773461211,21.1,39.11666666666667,0,4.0,Run,Run,6.2,8.9,0,2020-09-12T15:50:24Z,(GMT-05:00) America/New_York,56.0,54.0,0.0,0.0,84.9,0.0,21.1,0.0,39.11666666666667,21.1,39.11666666666667,17:58
NJ AT last day ,24.7850600367,571.0666666666667,626.9166666666666,0,1004.0,Hike,Hike,2.6,8.3,0,2020-09-05T10:36:30Z,(GMT-05:00) America/New_York,490.0,100.0,0.0,0.0,0.0,9.0,31.06666666666672,10.0,26.91666666666663,571.0666666666667,626.9166666666666,25:18
NJ AT Day 2,20.922369352300002,509.9166666666667,620.4833333333333,0,976.0,Hike,Hike,2.5,5.6,0,2020-09-04T11:11:03Z,(GMT-05:00) America/New_York,542.0,279.0,0.0,0.0,0.0,8.0,29.916666666666686,10.0,20.48333333333335,509.9166666666667,620.4833333333333,29:39
NJ AT Day 1,30.8912107166,699.6833333333333,783.3333333333334,0,1829.0,Hike,Hike,2.6,6.7,0,2020-09-03T10:30:56Z,(GMT-05:00) America/New_York,435.0,116.0,0.0,0.0,0.0,11.0,39.68333333333328,13.0,3.3333333333333712,699.6833333333333,783.3333333333334,25:21
Morning Run,3.003707414,29.35,29.416666666666668,0,42.0,Run,Run,6.1,8.1,0,2020-09-01T10:21:24Z,(GMT-05:00) America/New_York,31.0,6.0,0.0,0.0,86.2,0.0,29.35,0.0,29.416666666666668,29.35,29.416666666666668,9:48
Morning Run,10.0210986654,98.46666666666667,100.08333333333333,0,141.0,Run,Run,6.1,8.5,0,2020-08-30T12:50:50Z,(GMT-05:00) America/New_York,69.0,25.0,0.0,0.0,86.4,1.0,38.46666666666667,1.0,40.08333333333333,98.46666666666667,100.08333333333333,9:59
Lunch Run,7.9864814630000005,113.61666666666666,122.68333333333334,0,381.0,Run,Run,4.2,8.7,0,2020-08-29T15:03:26Z,(GMT-05:00) America/New_York,178.0,81.0,0.0,0.0,69.4,1.0,53.61666666666666,2.0,2.683333333333337,113.61666666666666,122.68333333333334,15:22
Morning Run,3.0255796731999998,28.783333333333335,28.833333333333332,0,35.0,Run,Run,6.3,8.9,0,2020-08-26T10:23:19Z,(GMT-05:00) America/New_York,44.0,16.0,0.0,0.0,86.3,0.0,28.783333333333335,0.0,28.833333333333332,28.783333333333335,28.833333333333332,9:32
Morning Run,16.2341251573,258.6,327.01666666666665,0,802.0,Run,Run,3.8,9.4,0,2020-08-22T13:56:18Z,(GMT-05:00) America/New_York,646.0,226.0,0.0,0.0,66.1,4.0,18.600000000000023,5.0,27.01666666666665,258.6,327.01666666666665,20:09
Afternoon Run,6.052837048100001,56.68333333333333,56.733333333333334,0,2.0,Run,Run,6.4,8.9,0,2020-08-21T21:12:49Z,(GMT-05:00) America/New_York,210.0,208.0,0.0,0.0,83.4,0.0,56.68333333333333,0.0,56.733333333333334,56.68333333333333,56.733333333333334,9:22
Morning Run,11.9401408618,178.08333333333334,225.45,0,658.0,Run,Run,4.0,9.2,0,2020-08-20T13:33:55Z,(GMT-05:00) America/New_York,604.0,348.0,0.0,0.0,71.7,2.0,58.08333333333334,3.0,45.44999999999999,178.08333333333334,225.45,18:53
Evening Run,4.0322628303000005,34.016666666666666,34.266666666666666,0,43.0,Run,Run,7.1,11.4,0,2020-08-19T00:03:57Z,(GMT-05:00) America/New_York,59.0,35.0,0.0,0.0,86.5,0.0,34.016666666666666,0.0,34.266666666666666,34.016666666666666,34.266666666666666,8:30
Morning Run,10.144254397600001,120.3,129.11666666666667,0,397.0,Run,Run,5.1,12.3,0,2020-08-16T14:10:15Z,(GMT-05:00) America/New_York,134.0,43.0,0.0,0.0,80.4,2.0,0.29999999999999716,2.0,9.116666666666674,120.3,129.11666666666667,12:44
Evening Run,3.0178125357,28.366666666666667,28.416666666666668,0,38.0,Run,Run,6.4,8.9,0,2020-08-15T22:38:02Z,(GMT-05:00) America/New_York,47.0,21.0,0.0,0.0,85.4,0.0,28.366666666666667,0.0,28.416666666666668,28.366666666666667,28.416666666666668,9:25
Evening Run,5.0317380838000005,44.766666666666666,44.833333333333336,0,62.0,Run,Run,6.7,8.7,0,2020-08-14T00:52:03Z,(GMT-05:00) America/New_York,47.0,20.0,0.0,0.0,85.7,0.0,44.766666666666666,0.0,44.833333333333336,44.766666666666666,44.833333333333336,8:55
Evening Run,4.032076419,38.85,39.083333333333336,0,34.0,Run,Run,6.2,9.8,0,2020-08-12T23:01:58Z,(GMT-05:00) America/New_York,46.0,16.0,0.0,0.0,83.3,0.0,38.85,0.0,39.083333333333336,38.85,39.083333333333336,9:42
Morning Run,0.8922266189000001,8.416666666666666,38.21666666666667,0,18.0,Run,Run,6.4,9.2,0,2020-08-09T14:49:05Z,(GMT-05:00) America/New_York,50.0,24.0,0.0,0.0,85.5,0.0,8.416666666666666,0.0,38.21666666666667,8.416666666666666,38.21666666666667,42:50
Afternoon Run,3.0276301975,28.366666666666667,28.416666666666668,0,37.0,Run,Run,6.4,8.5,0,2020-08-08T21:08:43Z,(GMT-05:00) America/New_York,49.0,25.0,0.0,0.0,84.1,0.0,28.366666666666667,0.0,28.416666666666668,28.366666666666667,28.416666666666668,9:23
Morning Run,4.497483298,82.3,121.51666666666667,0,270.0,Run,Run,3.3,5.6,0,2020-08-05T14:54:40Z,(GMT-05:00) America/New_York,154.0,64.0,0.0,0.0,57.4,1.0,22.299999999999997,2.0,1.5166666666666657,82.3,121.51666666666667,27:01
Afternoon Run,6.1204422129,71.81666666666666,73.01666666666667,0,13.0,Run,Run,5.1,44.1,0,2020-07-26T21:29:41Z,(GMT-05:00) America/New_York,21.0,16.0,0.0,0.0,73.8,1.0,11.816666666666663,1.0,13.016666666666666,71.81666666666666,73.01666666666667,11:56
Morning Activity,2.6754992518000003,48.86666666666667,49.15,0,36.0,Workout,Workout,3.3,5.4,0,2020-07-26T13:08:46Z,(GMT-05:00) America/New_York,49.0,33.0,0.0,0.0,0.0,0.0,48.86666666666667,0.0,49.15,48.86666666666667,49.15,18:22
Evening Activity,2.8405353894,53.68333333333333,53.68333333333333,0,28.0,Workout,Workout,3.2,5.8,0,2020-07-25T23:05:10Z,(GMT-05:00) America/New_York,46.0,30.0,0.0,0.0,0.0,0.0,53.68333333333333,0.0,53.68333333333333,53.68333333333333,53.68333333333333,18:54
Morning Run,15.785930255,284.35,317.26666666666665,0,964.0,Run,Run,3.3,8.5,0,2020-07-25T10:56:44Z,(GMT-05:00) America/New_York,494.0,111.0,0.0,0.0,63.8,4.0,44.35000000000002,5.0,17.26666666666665,284.35,317.26666666666665,20:06
Lunch Activity,0.9499519848,17.05,17.05,0,16.0,Workout,Workout,3.3,6.3,0,2020-07-24T16:40:03Z,(GMT-05:00) America/New_York,46.0,34.0,0.0,0.0,0.0,0.0,17.05,0.0,17.05,17.05,17.05,17:57
Evening Activity,3.0597550782,55.583333333333336,55.583333333333336,0,38.0,Workout,Workout,3.3,5.6,0,2020-07-24T00:00:48Z,(GMT-05:00) America/New_York,54.0,29.0,0.0,0.0,0.0,0.0,55.583333333333336,0.0,55.583333333333336,55.583333333333336,55.583333333333336,18:10
Lunch Activity,0.9822632768,17.933333333333334,18.983333333333334,0,19.0,Workout,Workout,3.3,5.4,0,2020-07-23T16:30:13Z,(GMT-05:00) America/New_York,54.0,42.0,0.0,0.0,0.0,0.0,17.933333333333334,0.0,18.983333333333334,17.933333333333334,18.983333333333334,19:20
Morning Run,2.7748564747,39.233333333333334,39.35,0,40.0,Run,Run,4.2,7.8,0,2020-07-23T10:15:15Z,(GMT-05:00) America/New_York,46.0,22.0,0.0,0.0,67.9,0.0,39.233333333333334,0.0,39.35,39.233333333333334,39.35,14:11
Lunch Activity,0.9844380752999999,18.683333333333334,38.45,0,20.0,Workout,Workout,3.2,5.8,0,2020-07-22T16:27:25Z,(GMT-05:00) America/New_York,53.0,41.0,0.0,0.0,0.0,0.0,18.683333333333334,0.0,38.45,18.683333333333334,38.45,39:03
Evening Activity,3.1937226658,57.06666666666667,57.06666666666667,0,31.0,Workout,Workout,3.4,5.4,0,2020-07-22T00:04:45Z,(GMT-05:00) America/New_York,39.0,24.0,0.0,0.0,0.0,0.0,57.06666666666667,0.0,57.06666666666667,57.06666666666667,57.06666666666667,17:52
Lunch Run,1.9174266318000002,33.666666666666664,34.05,0,34.0,Run,Run,3.4,6.0,0,2020-07-21T16:24:31Z,(GMT-05:00) America/New_York,63.0,50.0,0.0,0.0,57.6,0.0,33.666666666666664,0.0,34.05,33.666666666666664,34.05,17:45
Morning Run,3.0224728182,29.5,29.55,0,38.0,Run,Run,6.1,7.8,0,2020-07-21T10:20:16Z,(GMT-05:00) America/New_York,32.0,7.0,0.0,0.0,85.5,0.0,29.5,0.0,29.55,29.5,29.55,9:47
Evening Activity,3.9257598408999996,64.11666666666666,64.11666666666666,0,40.0,Workout,Workout,3.7,5.6,0,2020-07-20T22:52:40Z,(GMT-05:00) America/New_York,51.0,24.0,0.0,0.0,0.0,1.0,4.11666666666666,1.0,4.11666666666666,64.11666666666666,64.11666666666666,16:20
Morning Run,5.771915219,72.03333333333333,72.15,0,11.0,Run,Run,4.8,8.9,0,2020-07-19T12:16:16Z,(GMT-05:00) America/New_York,24.0,20.0,0.0,0.0,73.7,1.0,12.033333333333331,1.0,12.150000000000006,72.03333333333333,72.15,12:30
Evening Activity,4.023377225,67.23333333333333,67.23333333333333,0,44.0,Workout,Workout,3.6,5.6,0,2020-07-18T23:26:25Z,(GMT-05:00) America/New_York,48.0,28.0,0.0,0.0,0.0,1.0,7.233333333333334,1.0,7.233333333333334,67.23333333333333,67.23333333333333,16:43
Morning Hike,2.0891735762,37.516666666666666,37.516666666666666,0,48.0,Hike,Hike,3.3,5.4,0,2020-07-18T11:42:31Z,(GMT-05:00) America/New_York,75.0,56.0,0.0,0.0,0.0,0.0,37.516666666666666,0.0,37.516666666666666,37.516666666666666,37.516666666666666,17:57
Morning Run,9.1623018063,107.33333333333333,108.28333333333333,0,235.0,Run,Run,5.1,8.1,0,2020-07-18T09:52:22Z,(GMT-05:00) America/New_York,117.0,50.0,0.0,0.0,82.5,1.0,47.33333333333333,1.0,48.28333333333333,107.33333333333333,108.28333333333333,11:49
Evening Activity,3.0544112876000002,53.1,53.1,0,33.0,Workout,Workout,3.5,5.4,0,2020-07-18T00:16:19Z,(GMT-05:00) America/New_York,48.0,26.0,0.0,0.0,0.0,0.0,53.1,0.0,53.1,53.1,53.1,17:23
Lunch Activity,1.05011699,18.95,21.783333333333335,0,16.0,Workout,Workout,3.3,4.9,0,2020-07-17T16:35:49Z,(GMT-05:00) America/New_York,46.0,34.0,0.0,0.0,0.0,0.0,18.95,0.0,21.783333333333335,18.95,21.783333333333335,20:45
Evening Activity,3.1326418965,54.166666666666664,54.46666666666667,0,30.0,Workout,Workout,3.5,5.8,0,2020-07-17T00:06:23Z,(GMT-05:00) America/New_York,31.0,14.0,0.0,0.0,0.0,0.0,54.166666666666664,0.0,54.46666666666667,54.166666666666664,54.46666666666667,17:23
Lunch Activity,1.0951663875,20.5,21.65,0,21.0,Workout,Workout,3.2,4.7,0,2020-07-16T16:35:01Z,(GMT-05:00) America/New_York,60.0,46.0,0.0,0.0,0.0,0.0,20.5,0.0,21.65,20.5,21.65,19:46
Evening Activity,3.9053788721000005,68.91666666666667,69.28333333333333,0,42.0,Workout,Workout,3.4,5.4,0,2020-07-15T23:17:50Z,(GMT-05:00) America/New_York,50.0,24.0,0.0,0.0,0.0,1.0,8.916666666666671,1.0,9.283333333333331,68.91666666666667,69.28333333333333,17:44
Lunch Activity,1.9083546152,33.483333333333334,33.483333333333334,0,33.0,Workout,Workout,3.4,5.4,0,2020-07-15T16:29:37Z,(GMT-05:00) America/New_York,48.0,33.0,0.0,0.0,0.0,0.0,33.483333333333334,0.0,33.483333333333334,33.483333333333334,33.483333333333334,17:33
Morning Run,3.0236534231000003,29.6,29.65,0,40.0,Run,Run,6.1,8.3,0,2020-07-15T10:21:13Z,(GMT-05:00) America/New_York,34.0,10.0,0.0,0.0,85.1,0.0,29.6,0.0,29.65,29.6,29.65,9:48
Evening Activity,3.8275832229,63.266666666666666,63.266666666666666,0,44.0,Workout,Workout,3.6,6.5,0,2020-07-14T23:09:15Z,(GMT-05:00) America/New_York,53.0,26.0,0.0,0.0,0.0,1.0,3.2666666666666657,1.0,3.2666666666666657,63.266666666666666,63.266666666666666,16:32
Lunch Activity,1.8865444931,33.516666666666666,34.05,0,35.0,Workout,Workout,3.4,5.1,0,2020-07-14T16:27:22Z,(GMT-05:00) America/New_York,49.0,36.0,0.0,0.0,0.0,0.0,33.516666666666666,0.0,34.05,33.516666666666666,34.05,18:03
Morning Run,3.0247097538000003,29.483333333333334,29.533333333333335,0,39.0,Run,Run,6.2,8.3,0,2020-07-14T10:22:10Z,(GMT-05:00) America/New_York,33.0,7.0,0.0,0.0,84.9,0.0,29.483333333333334,0.0,29.533333333333335,29.483333333333334,29.533333333333335,9:46
Evening Activity,3.0561511263999996,51.21666666666667,51.21666666666667,0,37.0,Workout,Workout,3.6,6.0,0,2020-07-13T23:03:48Z,(GMT-05:00) America/New_York,56.0,32.0,0.0,0.0,0.0,0.0,51.21666666666667,0.0,51.21666666666667,51.21666666666667,51.21666666666667,16:46
Lunch Activity,1.1083394527000001,19.966666666666665,19.966666666666665,0,19.0,Workout,Workout,3.3,6.0,0,2020-07-13T16:36:54Z,(GMT-05:00) America/New_York,51.0,40.0,0.0,0.0,0.0,0.0,19.966666666666665,0.0,19.966666666666665,19.966666666666665,19.966666666666665,18:01
Evening Activity,2.1566544668,37.0,37.0,0,30.0,Workout,Workout,3.5,5.4,0,2020-07-12T23:28:46Z,(GMT-05:00) America/New_York,62.0,41.0,0.0,0.0,0.0,0.0,37.0,0.0,37.0,37.0,37.0,17:09
Afternoon Run,3.0267602781000003,29.85,29.9,0,39.0,Run,Run,6.1,8.5,0,2020-07-12T21:12:25Z,(GMT-05:00) America/New_York,58.0,37.0,0.0,0.0,83.6,0.0,29.85,0.0,29.9,29.85,29.9,9:53
Evening Activity,3.165263874,54.35,54.6,0,27.0,Workout,Workout,3.5,6.0,0,2020-07-11T22:54:22Z,(GMT-05:00) America/New_York,50.0,34.0,0.0,0.0,0.0,0.0,54.35,0.0,54.6,54.35,54.6,17:15
Morning Run,9.1060677308,134.13333333333333,137.43333333333334,0,369.0,Run,Run,4.1,8.3,0,2020-07-11T12:48:33Z,(GMT-05:00) America/New_York,157.0,67.0,0.0,0.0,66.4,2.0,14.133333333333326,2.0,17.433333333333337,134.13333333333333,137.43333333333334,15:06
Evening Hike,3.310043317,58.0,58.0,0,34.0,Hike,Hike,3.4,5.4,0,2020-07-09T23:31:26Z,(GMT-05:00) America/New_York,47.0,28.0,0.0,0.0,0.0,0.0,58.0,0.0,58.0,58.0,58.0,17:31
Morning Run,3.0202358826,30.45,30.5,0,41.0,Run,Run,6.0,8.1,0,2020-07-09T10:21:33Z,(GMT-05:00) America/New_York,37.0,14.0,0.0,0.0,84.6,0.0,30.45,0.0,30.5,30.45,30.5,10:06
Evening Activity,2.0390910736,35.86666666666667,35.86666666666667,0,27.0,Workout,Workout,3.4,5.6,0,2020-07-09T00:39:53Z,(GMT-05:00) America/New_York,43.0,20.0,0.0,0.0,0.0,0.0,35.86666666666667,0.0,35.86666666666667,35.86666666666667,35.86666666666667,17:35
Morning Run,3.0153270517,31.116666666666667,31.2,0,32.0,Run,Run,5.8,7.4,0,2020-07-08T10:20:23Z,(GMT-05:00) America/New_York,47.0,22.0,0.0,0.0,84.0,0.0,31.116666666666667,0.0,31.2,31.116666666666667,31.2,10:21
Morning Run,3.0181853583000002,30.766666666666666,30.85,0,39.0,Run,Run,5.9,8.3,0,2020-07-07T10:17:46Z,(GMT-05:00) America/New_York,54.0,29.0,0.0,0.0,84.2,0.0,30.766666666666666,0.0,30.85,30.766666666666666,30.85,10:13
Evening Activity,2.7268866335,54.5,61.63333333333333,0,34.0,Workout,Workout,3.0,6.9,0,2020-07-05T23:19:19Z,(GMT-05:00) America/New_York,40.0,23.0,0.0,0.0,0.0,0.0,54.5,1.0,1.6333333333333329,54.5,61.63333333333333,22:36
Morning Run,5.2090152301,74.05,74.85,0,28.0,Run,Run,4.2,7.6,0,2020-07-04T13:36:18Z,(GMT-05:00) America/New_York,30.0,10.0,0.0,0.0,66.4,1.0,14.049999999999997,1.0,14.849999999999994,74.05,74.85,14:22
Morning Hike,11.7352748431,267.46666666666664,293.5,0,753.0,Hike,Hike,2.6,6.3,0,2020-07-03T10:52:14Z,(GMT-05:00) America/New_York,458.0,89.0,0.0,0.0,0.0,4.0,27.46666666666664,4.0,53.5,267.46666666666664,293.5,25:01
Evening Activity,2.7550347398,47.3,47.3,0,24.0,Workout,Workout,3.5,5.4,0,2020-07-02T23:33:42Z,(GMT-05:00) America/New_York,41.0,24.0,0.0,0.0,0.0,0.0,47.3,0.0,47.3,47.3,47.3,17:10
Morning Run,3.2732581538,34.03333333333333,34.2,0,43.0,Run,Run,5.8,8.3,0,2020-07-02T13:38:49Z,(GMT-05:00) America/New_York,39.0,15.0,0.0,0.0,78.0,0.0,34.03333333333333,0.0,34.2,34.03333333333333,34.2,10:27
Evening Walk,2.738381997,51.4,51.4,0,42.2,Walk,Walk,3.2,5.8,0,2020-06-22T00:38:03Z,(GMT-05:00) America/New_York,49.8,24.0,0.0,0.0,57.1,0.0,51.4,0.0,51.4,51.4,51.4,18:46
